1,False,False,True,True,False,True,False,False,True,False
2,False,True,False,True,True,False,False,False,True,True
3,False,False,True,True,False,True,False,False,False,True
4,False,True,True,True,True,True,True,False,False,True
5,False,False,False,True,False,False,False,False,False,False
6,False,False,False,True,False,False,True,False,True,True
7,True,False,True,False,True,True,False,True,True,False
8,False,False,True,False,False,False,False,False,False,True
9,False,False,True,True,True,True,False,False,True,False
10,False,True,True,False,False,True,True,False,False,True
11,False,False,False,False,False,True,False,True,False,True
12,False,False,True,False,True,True,True,True,False,False
13,False,True,True,True,False,True,True,True,False,False
14,False,True,False,False,False,False,True,True,True,True
15,False,False,False,False,False,False,False,True,True,True
16,False,True,True,False,False,False,True,False,False,True
17,False,True,False,True,True,False,True,True,False,False
18,False,False,True,True,True,False,True,True,False,True
19,False,True,False,True,True,False,False,True,False,True
20,False,False,False,True,True,False,False,False,False,False
21,True,True,True,False,False,True,False,True,False,False
22,False,False,True,True,False,True,True,False,False,True
23,True,False,False,False,False,True,True,False,False,False
24,False,False,False,True,False,False,True,True,True,True
25,False,True,True,True,False,True,False,True,False,False
26,False,False,True,False,False,False,True,True,True,True
27,False,True,True,True,False,True,True,True,True,True
28,False,True,False,False,False,False,False,False,False,False
29,False,False,False,True,True,True,False,False,False,True
30,False,False,False,False,True,False,True,False,True,True
31,False,False,True,False,False,False,True,False,False,True
32,True,False,False,False,False,False,False,True,True,True
33,True,False,False,True,False,True,True,False,True,True
34,True,False,False,False,True,True,False,True,False,True
35,False,False,False,False,True,True,True,False,False,False
36,False,True,False,True,True,False,False,False,False,False
37,False,False,False,True,True,False,False,False,True,True
38,False,False,False,False,False,False,True,False,False,True
39,False,False,False,False,True,False,True,False,False,False
40,True,False,False,False,False,False,False,True,True,False
41,True,True,True,False,True,True,True,False,False,False
42,False,False,True,True,True,False,True,False,False,False
43,False,False,False,False,False,True,False,True,True,False
44,False,True,False,True,False,True,False,True,True,False
45,False,False,True,False,False,False,False,True,False,True
46,False,False,False,True,False,False,True,False,True,False
47,True,False,True,False,False,False,True,False,False,False
48,False,False,False,True,True,True,False,False,False,False
49,False,True,True,True,True,True,True,False,False,False
50,False,False,False,True,True,True,False,True,False,True
51,False,False,True,False,False,False,True,False,True,True
52,False,False,False,False,True,False,True,False,False,False
53,False,False,True,True,True,True,True,True,False,True
54,False,False,True,False,False,True,True,False,False,True
55,False,False,True,True,True,True,True,True,True,False
56,False,True,True,True,False,True,True,False,False,False
57,True,False,True,True,True,True,True,False,True,True
58,False,False,False,True,False,False,False,False,False,True
59,False,False,False,False,True,False,False,False,False,True
60,True,False,True,False,True,True,True,True,True,True
61,False,False,True,False,False,True,False,False,False,False
62,True,False,False,True,True,True,True,True,False,True
63,False,False,True,True,True,True,False,True,False,True
64,False,False,False,False,True,False,True,False,True,False
65,True,False,False,True,False,True,True,True,False,True
66,False,False,False,False,False,False,False,False,False,True
67,False,False,True,True,False,True,False,False,True,False
68,False,False,True,False,False,True,False,False,False,True
69,False,False,False,False,False,False,False,False,True,False
70,False,False,False,False,True,True,True,True,False,False
71,False,False,False,False,False,False,False,True,True,False
72,True,True,False,True,True,False,False,False,False,False
73,False,False,True,True,True,False,True,True,False,False
74,True,False,True,True,True,False,False,False,False,True
75,False,False,True,False,False,True,False,False,True,False
76,False,False,False,True,True,True,False,False,True,True
77,False,False,True,True,False,True,False,True,True,False
78,False,False,True,False,True,True,True,True,False,False
79,True,True,False,True,False,False,False,False,False,True
80,True,False,False,False,True,True,True,False,True,False
81,False,False,False,False,False,False,False,True,True,True
82,True,True,True,False,False,True,True,False,True,False
83,False,False,True,False,False,False,True,True,True,False
84,False,True,True,True,False,False,False,True,True,False
85,True,False,True,False,True,True,False,True,True,True
86,False,False,True,False,False,True,False,False,False,False
87,True,True,False,False,False,True,False,True,True,False
88,False,True,False,True,True,True,False,True,True,True
89,False,False,True,False,False,True,False,True,False,False
90,False,True,False,True,False,False,False,True,False,False
91,False,False,True,True,False,False,False,True,False,True
92,False,False,True,True,True,False,True,True,False,False
93,True,True,False,True,True,True,True,False,False,False
94,True,True,True,True,True,True,False,False,False,True
95,False,False,True,True,True,False,True,True,False,True
96,False,False,True,True,False,True,True,True,True,False
97,False,False,True,True,True,True,True,True,False,False
98,False,False,False,True,True,False,True,True,True,True
99,False,False,True,False,False,True,False,True,False,False
100,False,False,False,True,False,True,False,False,False,False
101,False,False,True,True,True,True,True,False,False,False
102,False,False,False,False,False,False,False,False,True,True
103,False,False,False,False,True,False,False,True,True,True
104,False,False,True,False,False,False,False,False,True,True
105,False,False,False,True,False,True,True,True,False,True
106,False,False,False,False,True,True,False,True,False,True
107,False,False,True,True,False,True,True,False,True,True
108,True,True,True,True,False,True,False,True,False,False
109,False,True,False,True,True,False,True,False,True,False
110,True,True,True,False,False,True,True,True,True,True
111,False,False,False,True,True,True,True,False,True,True
112,False,False,True,True,True,False,True,False,False,False
113,False,True,False,False,True,False,False,False,True,False
114,False,False,True,True,True,True,False,False,False,False
115,False,True,False,True,True,False,False,True,True,True
116,False,False,True,True,False,False,True,False,True,True
117,False,False,True,True,True,False,False,True,True,True
118,False,False,False,False,True,False,False,True,False,False
119,False,False,False,False,False,False,False,False,False,False
120,False,False,True,True,True,False,False,True,False,True
121,False,False,False,True,True,True,True,False,True,False
122,True,False,False,False,False,True,False,False,True,True
123,False,False,False,False,False,True,True,True,True,False
124,True,True,True,True,False,True,False,False,False,True
125,False,False,True,True,False,False,False,True,False,True
126,False,False,False,True,False,False,True,False,False,True
127,False,False,False,True,False,False,True,True,True,True
128,False,True,False,True,True,False,True,False,False,True
129,False,False,False,True,True,True,True,True,False,False
130,False,True,True,True,False,True,True,True,True,False
131,False,True,False,False,True,False,False,False,False,True
132,False,False,True,True,False,False,False,True,False,True
133,False,False,True,False,True,False,True,True,True,False
134,False,False,False,True,True,True,True,True,False,True
135,True,False,False,True,False,True,True,True,True,True
136,False,False,False,True,True,True,True,False,True,True
137,False,False,False,True,True,True,True,True,False,True
138,False,False,False,False,True,False,False,False,False,True
139,False,True,True,False,False,False,False,True,True,False
140,False,True,True,False,True,True,False,False,False,True
141,True,False,True,False,True,False,False,True,False,True
142,False,False,True,False,False,False,False,True,False,False
143,False,False,False,True,True,True,False,True,False,True
144,True,False,False,False,False,False,True,True,False,True
145,False,False,True,True,True,False,False,False,False,False
146,False,False,True,False,False,False,True,True,False,True
147,True,False,True,False,True,True,True,True,True,True
148,True,False,True,True,True,True,False,False,True,False
149,False,False,False,False,False,True,True,True,True,True
150,False,True,False,False,True,False,False,True,True,True
151,False,False,False,True,True,True,True,False,False,False
152,False,False,False,False,False,True,False,True,True,True
153,False,True,True,False,True,True,False,True,True,False
154,False,False,False,False,True,False,True,True,False,True
155,True,False,False,False,True,True,True,False,True,False
156,False,True,False,False,True,False,False,False,True,False
157,False,False,True,False,True,True,True,False,True,True
158,False,True,True,False,True,True,False,False,True,True
159,False,True,True,True,False,True,True,False,True,False
160,True,False,True,False,True,True,False,False,True,True
161,False,True,True,False,True,True,True,False,False,False
162,False,True,True,True,True,False,True,False,False,False
163,True,False,True,True,True,True,True,True,False,False
164,False,False,True,True,True,False,False,True,True,False
165,False,False,False,True,True,True,False,False,True,True
166,False,False,False,True,False,True,False,False,False,False
167,False,False,True,True,True,False,False,False,True,False
168,True,True,False,False,True,False,True,True,False,True
169,False,True,False,False,False,True,False,False,True,True
170,False,True,True,False,False,True,True,False,True,True
171,False,False,True,True,True,True,False,False,True,True
172,False,True,False,True,False,True,True,True,False,True
173,False,False,True,True,True,False,False,False,False,True
174,False,False,True,False,True,True,False,False,True,False
175,False,False,True,True,True,True,True,False,False,False
176,False,False,False,False,True,False,True,True,False,True
177,False,False,True,False,True,True,True,False,False,True
178,False,False,False,True,False,True,True,True,True,False
179,False,False,True,False,True,True,True,True,True,True
180,True,False,False,True,False,False,False,False,True,True
181,False,True,False,False,True,False,True,False,True,True
182,False,True,True,False,False,False,True,False,True,False
183,False,False,True,True,True,False,False,True,True,False
184,True,False,True,True,False,True,False,True,False,True
185,True,False,False,True,False,True,True,True,True,True
186,False,True,False,False,True,False,True,False,False,False
187,False,False,False,True,True,False,True,True,True,False
188,False,False,False,True,True,False,True,False,True,False
189,True,True,False,False,True,False,True,False,True,False
190,True,True,False,False,True,True,False,False,False,False
191,False,True,False,False,True,False,True,False,False,True
192,False,False,True,False,True,True,True,False,False,False
193,False,False,False,False,True,False,False,False,True,True
194,False,False,False,True,True,True,True,True,False,False
